1643;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.32193434751113;48.848871662506;Vaneau;PARIS-07EME
1717;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.25864782764785;48.8480737822692;Porte d'Auteuil;PARIS-16EME
1746;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.27340595925819;48.8473396417237;Mirabeau;PARIS-16EME
1770;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.33855755868422;48.8522489363668;Odeon;PARIS-06EME
1812;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.33540928887416;48.8528181349058;Mabillon;PARIS-06EME
1834;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.34850342965795;48.8499086726722;Maubert-Mutualite;PARIS-05EME
1836;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.2642974417474;48.8477403459598;Michel-Ange-Auteuil;PARIS-16EME
1837;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.26204786419272;48.844867436543;Michel-Ange-Molitor;PARIS-16EME
1838;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.36431304821499;48.8431055835176;Gare d'Austerlitz;PARIS-13EME
1862;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.27845497841475;48.8461034637876;Javel-Andre-Citroen;PARIS-15EME
1866;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.35469159842714;48.8458380895278;Jussieu;PARIS-05EME
1874;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.29794929910712;48.8491605024288;La Motte-Picquet-Grenelle;PARIS-15EME
1908;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.31672285703746;48.8467835319339;Duroc;PARIS-07EME
1911;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.26890098784783;48.8471813581933;Eglise d'Auteuil;PARIS-16EME
1942;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.35147807315592;48.8463912485782;Cardinal-Lemoine;PARIS-05EME
1950;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.26654168725371;48.8447174018404;Chardon-Lagache;PARIS-16EME
1952;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.28633238561987;48.8463362741362;Charles Michels;PARIS-15EME
1994;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.29493807524416;48.8469642745973;Avenue Emile-Zola;PARIS-15EME
2018;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.23883585019659;48.8422216612984;Boulogne-Jean-Jaurs;BOULOGNE-BILLANCOURT
2019;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.22821129036639;48.8407983651067;Boulogne Pont de Saint-Cloud;BOULOGNE-BILLANCOURT
54244;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);2.34522158237992;48.8510383641319;Cluny-La Sorbonne;PARIS-05EME
1679;11 (Chatelet/Mairie des Lilas);2.36366959820676;48.8674860390566;Republique;PARIS-11EME
1736;11 (Chatelet/Mairie des Lilas);2.40638582344912;48.8770699912197;Porte des Lilas;PARIS-20EME
1745;11 (Chatelet/Mairie des Lilas);2.35350496222254;48.8614000355035;Rambuteau;PARIS-04EME
1792;11 (Chatelet/Mairie des Lilas);2.39347313514395;48.8768191471423;Place des FíÈtes;PARIS-19EME
1819;11 (Chatelet/Mairie des Lilas);2.41623893515656;48.8797989953663;Mairie des Lilas;LES LILAS
1849;11 (Chatelet/Mairie des Lilas);2.3712726500969;48.8696803933807;Goncourt (Hopital Saint-Louis);PARIS-10EME
1855;11 (Chatelet/Mairie des Lilas);2.35149453979435;48.8567695272423;Hotel de Ville;PARIS-04EME
1864;11 (Chatelet/Mairie des Lilas);2.38919309981893;48.8751674276782;Jourdain;PARIS-20EME
1964;11 (Chatelet/Mairie des Lilas);2.34711940104793;48.8585195224421;Chatelet;PARIS-01ER
1988;11 (Chatelet/Mairie des Lilas);2.35637778086357;48.8652929436681;Arts-et-Metiers;PARIS-03EME
2004;11 (Chatelet/Mairie des Lilas);2.37680560769084;48.8720416041714;Belleville;PARIS-19EME
55329;11 (Chatelet/Mairie des Lilas);2.3985900637686;48.8753936353787;Telegraphe;PARIS-20EME
55330;11 (Chatelet/Mairie des Lilas);2.38488983901602;48.8738907818268;Pyrenees;PARIS-20EME
1622;12 (Porte de la Chapelle/Mairie d'Issy);2.32268062216292;48.8585512442859;Solferino;PARIS-07EME
1632;12 (Porte de la Chapelle/Mairie d'Issy);2.32587286292213;48.8512043552606;Svres-Babylone;PARIS-07EME
1638;12 (Porte de la Chapelle/Mairie d'Issy);2.33305807671909;48.87650879316;Trinite-d'Estienne d'Orves;PARIS-09EME
1645;12 (Porte de la Chapelle/Mairie d'Issy);2.30098263992519;48.839568032804;Vaugirard (Adolphe Cherioux);PARIS-15EME
1656;12 (Porte de la Chapelle/Mairie d'Issy);2.30804114557479;48.8416970273909;Volontaires;PARIS-15EME
1661;12 (Porte de la Chapelle/Mairie d'Issy);2.32808305123987;48.8480544328681;Rennes;PARIS-06EME
1674;12 (Porte de la Chapelle/Mairie d'Issy);2.32556882179391;48.8557564721823;Rue du Bac;PARIS-07EME
1686;12 (Porte de la Chapelle/Mairie d'Issy);2.33758851215148;48.8785085363002;Saint-Georges;PARIS-09EME
1689;12 (Porte de la Chapelle/Mairie d'Issy);2.326185658552;48.8755778691635;Saint-Lazare;PARIS-08EME
1732;12 (Porte de la Chapelle/Mairie d'Issy);2.28800279639373;48.8324619819728;Porte de Versailles;PARIS-15EME
1734;12 (Porte de la Chapelle/Mairie d'Issy);2.35909154194382;48.8980716716703;Porte de la Chapelle;PARIS-18EME
1751;12 (Porte de la Chapelle/Mairie d'Issy);2.32263505064878;48.8430428502558;Montparnasse-Bienvenue;PARIS-14EME
1767;12 (Porte de la Chapelle/Mairie d'Issy);2.33845371043763;48.8766256956919;Notre-Dame de Lorette;PARIS-09EME
1768;12 (Porte de la Chapelle/Mairie d'Issy);2.32885296806704;48.8449178498434;Notre-Dame des Champs;PARIS-06EME
1781;12 (Porte de la Chapelle/Mairie d'Issy);2.31265644504969;48.8429383503106;Pasteur;PARIS-15EME
1787;12 (Porte de la Chapelle/Mairie d'Issy);2.3376226051814;48.8824943850352;Pigalle;PARIS-18EME
1813;12 (Porte de la Chapelle/Mairie d'Issy);2.32516370025939;48.8700643517776;Madeleine;PARIS-08EME
1814;12 (Porte de la Chapelle/Mairie d'Issy);2.27350399984748;48.8248138108686;Mairie d'Issy;ISSY-LES-MOULINEAUX
1828;12 (Porte de la Chapelle/Mairie d'Issy);2.34983707163005;48.8908769929214;Marcadet-Poissonniers;PARIS-18EME
1831;12 (Porte de la Chapelle/Mairie d'Issy);2.36020584275635;48.8903020649568;Marx-Dormoy;PARIS-18EME
1865;12 (Porte de la Chapelle/Mairie d'Issy);2.34446469630622;48.8924519921638;Jules Joffrin;PARIS-18EME
1879;12 (Porte de la Chapelle/Mairie d'Issy);2.33889013654466;48.8897560451806;Lamarck-Caulaincourt;PARIS-18EME
1885;12 (Porte de la Chapelle/Mairie d'Issy);2.32329987859148;48.8661829956315;Concorde;PARIS-08EME
1887;12 (Porte de la Chapelle/Mairie d'Issy);2.29689958279762;48.8374696207371;Convention;PARIS-15EME
1889;12 (Porte de la Chapelle/Mairie d'Issy);2.27930670368976;48.8272434444069;Corentin-Celton;ISSY-LES-MOULINEAUX
1918;12 (Porte de la Chapelle/Mairie d'Issy);2.31749646866691;48.844637894177;Falguire;PARIS-15EME
1975;12 (Porte de la Chapelle/Mairie d'Issy);2.33871281165883;48.8844176451841;Abbesses;PARIS-18EME
1989;12 (Porte de la Chapelle/Mairie d'Issy);2.32063223779825;48.8608996856827;Assemblee Nationale;PARIS-07EME
454595;12 (Porte de la Chapelle/Mairie d'Issy);2.36579376393314;48.9068910901493;Front Populaire;AUBERVILLIERS
1644;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31553023354222;48.8575166012889;Varenne;PARIS-07EME
1685;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31403452688812;48.8518632147979;Saint-Francois-Xavier;PARIS-07EME
1689;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.326185658552;48.8755778691635;Saint-Lazare;PARIS-08EME
1705;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31406734480211;48.8317625860832;Plaisance;PARIS-14EME
1725;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31373834378485;48.8943611610735;Porte de Clichy;PARIS-17EME
1730;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32883766969025;48.8972510523147;Porte de Saint-Ouen;PARIS-18EME
1731;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.30534014881766;48.8276756893336;Porte de Vanves;PARIS-14EME
1747;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31519918493339;48.8737063841262;Miromesnil;PARIS-08EME
1751;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32263505064878;48.8430428502558;Montparnasse-Bienvenue;PARIS-14EME
1783;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31766395823272;48.8338169001883;Pernety;PARIS-14EME
1790;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32730682210246;48.8836233671973;Place de Clichy;PARIS-09EME
1804;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32651728518985;48.8795640572124;Liege;PARIS-08EME
1816;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.30556600125528;48.9036594416322;Mairie de Clichy;CLICHY
1818;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.334163015407;48.9120620157054;Mairie de Saint-Ouen;SAINT-OUEN
1844;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.33173327604333;48.9060316197727;Garibaldi;SAINT-OUEN
1851;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32722675495985;48.8924675161233;Guy-Moquet;PARIS-18EME
1857;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31435704324728;48.8616865404563;Invalides;PARIS-07EME
1872;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32603867708385;48.8873918956469;La Fourche;PARIS-17EME
1908;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31672285703746;48.8467835319339;Duroc;PARIS-07EME
1927;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32258277982791;48.8384911503461;Gaite;PARIS-14EME
1931;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.32002765158099;48.8903794211931;Brochant;PARIS-17EME
1949;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.31395945009909;48.8674114214171;Champs-Elysees-Clemenceau;PARIS-08EME
1968;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.30124802198432;48.8103147675511;Chatillon - Montrouge;CHATILLON
22439;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.35741016429387;48.9296276098426;Saint-Denis-Porte de Paris;SAINT-DENIS
22441;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.29699896350216;48.8146679725106;Malakoff-Rue Etienne Dolet;CHATILLON
22442;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.29701508516275;48.8231314024501;Malakoff-Plateau de Vanves;CHATILLON
22443;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.29492376422254;48.9162335021232;Gabriel-Peri;ASNIERES-SUR-SEINE
50399;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.36235875823436;48.9456254805762;Saint-Denis-Universite;SAINT-DENIS
50622;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.35941471750625;48.9366033097107;Basilique de Saint-Denis;SAINT-DENIS
225436;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.28582751788663;48.9229162320519;Les Agnettes;ASNIERES-SUR-SEINE
225437;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.28407447167184;48.9301634125573;Asnieres-Gennevilliers Les Courtilles;ASNIERES-SUR-SEINE
228266;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Chatillon - Montrouge);2.34320024908898;48.9194552102366;Carrefour-Pleyel;SAINT-DENIS
1689;14 (Olympiades/Saint-Lazare);2.326185658552;48.8755778691635;Saint-Lazare;PARIS-08EME
1813;14 (Olympiades/Saint-Lazare);2.32516370025939;48.8700643517776;Madeleine;PARIS-08EME
1839;14 (Olympiades/Saint-Lazare);2.37406590751466;48.8447045450658;Gare de Lyon;PARIS-12EME
1964;14 (Olympiades/Saint-Lazare);2.34711940104793;48.8585195224421;Chatelet;PARIS-01ER
2005;14 (Olympiades/Saint-Lazare);2.37958296880394;48.8404280893475;Bercy;PARIS-12EME
50047;14 (Olympiades/Saint-Lazare);2.33366506577888;48.8669463020695;Pyramides;PARIS-02EME
50055;14 (Olympiades/Saint-Lazare);2.38761298844824;48.8334843071503;Cour Saint-Emilion;PARIS-12EME
51020;14 (Olympiades/Saint-Lazare);2.3760926116913;48.8296059726948;Bibliotheque-Francois Mitterrand;PARIS-13EME
171507;14 (Olympiades/Saint-Lazare);2.36729701204889;48.8268582996999;Olympiades;PARIS-13EME
1627;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.3670850145355;48.88430478953;Stalingrad;PARIS-19EME
1635;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.29803071264819;48.8780661989513;Ternes;PARIS-17EME
1648;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.28526726839526;48.8696716618644;Victor Hugo;PARIS-16EME
1654;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.31527055095629;48.8810543983372;Villiers;PARIS-17EME
1670;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.32098414419979;48.8825292240735;Rome;PARIS-17EME
1714;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.2766480745793;48.8716448024995;Porte Dauphine (Marechal de Lattre de Tassigny);PARIS-16EME
1741;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.38672181193918;48.8626131584417;Pre-Lachaise;PARIS-11EME
1749;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.30896624223491;48.8806306676395;Monceau;PARIS-08EME
1754;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.38339427851543;48.8659488111593;Menilmontant;PARIS-11EME
1758;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.39590574456544;48.8484657505532;Nation;PARIS-12EME
1784;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.38938739145325;48.8583654720925;Philippe Auguste;PARIS-11EME
1787;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.3376226051814;48.8824943850352;Pigalle;PARIS-18EME
1790;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.32730682210246;48.8836233671973;Place de Clichy;PARIS-09EME
1861;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.37023181919226;48.8825437461168;Jaurs;PARIS-19EME
1868;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.35849962591676;48.8839663987791;La Chapelle;PARIS-10EME
1892;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.30360515293852;48.8792362487704;Courcelles;PARIS-08EME
1893;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.379868518699;48.8689698757764;Couronnes;PARIS-11EME
1953;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.29576268465124;48.8744076036607;Charles de Gaulle-Etoile;PARIS-08EME
1972;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.37014713779616;48.8779422921331;Colonel Fabien;PARIS-10EME
1978;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.3949898158233;48.8561744489676;Alexandre-Dumas;PARIS-11EME
1984;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.34397282520569;48.8831322902739;Anvers;PARIS-18EME
1995;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.39798013009568;48.8509782113622;Avron;PARIS-11EME
1999;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.34973719426844;48.8836207315381;Barbs-Rochechouart;PARIS-09EME
2004;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.37680560769084;48.8720416041714;Belleville;PARIS-19EME
2009;2 (Porte Dauphine (Marechal de Lattre de Ta/Nation);2.33166752315741;48.8836536085134;Blanche;PARIS-18EME
1634;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.36108072227889;48.8663687823143;Temple;PARIS-03EME
1654;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.31527055095629;48.8810543983372;Villiers;PARIS-17EME
1658;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.30465144209881;48.8838739610152;Wagram;PARIS-17EME
1676;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.35203525525425;48.8663118301881;Reaumur-Sebastopol;PARIS-02EME
1679;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.36366959820676;48.8674860390566;Republique;PARIS-11EME
1689;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.326185658552;48.8755778691635;Saint-Lazare;PARIS-08EME
1693;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.38007329534159;48.8639878082439;Rue Saint-Maur;PARIS-11EME
1702;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.3466136387446;48.8674133308826;Sentier;PARIS-02EME
1708;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.28048941733931;48.8971187551468;Pont de Levallois-Becon;LEVALLOIS-PERRET
1721;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.40799995272687;48.8643963044636;Porte de Bagnolet;PARIS-20EME
1722;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.29274204135011;48.8855507197363;Porte de Champerret;PARIS-17EME
1740;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.29751704870328;48.8845503317922;Pereire;PARIS-17EME
1741;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.38672181193918;48.8626131584417;Pre-Lachaise;PARIS-11EME
1744;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.33574247484458;48.8693729306069;Quatre Septembre;PARIS-02EME
1771;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.33180515640395;48.8707029411588;Opera;PARIS-09EME
1779;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.37584679468414;48.8651606067898;Parmentier;PARIS-11EME
1807;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.28813731087893;48.8888292427619;Louise Michel;LEVALLOIS-PERRET
1826;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.30969409432085;48.8828147397743;Malesherbes;PARIS-17EME
1852;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.3285077502868;48.8733427700542;Havre-Caumartin;PARIS-09EME
1915;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.32282484061213;48.8787098768874;Europe;PARIS-08EME
1928;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.41568260426712;48.8633345779424;Gallieni (Parc de Bagnolet);BAGNOLET
1929;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.39846223866212;48.8648347782704;Gambetta;PARIS-20EME
1930;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.34123268333609;48.8687976838596;Bourse;PARIS-02EME
1982;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.285373878396;48.8924723754181;Anatole-France;LEVALLOIS-PERRET
1988;3 (Pont de Levallois - Becon/Gallieni (Parc de Bagnolet));2.35637778086357;48.8652929436681;Arts-et-Metiers;PARIS-03EME
1684;3B (Gambetta/Porte des Lilas);2.40485763553065;48.871951099492;Saint-Fargeau;PARIS-20EME
1736;3B (Gambetta/Porte des Lilas);2.40638582344912;48.8770699912197;Porte des Lilas;PARIS-20EME
1782;3B (Gambetta/Porte des Lilas);2.40135199013901;48.868519874537;Pelleport;PARIS-20EME
1929;3B (Gambetta/Porte des Lilas);2.39846223866212;48.8648347782704;Gambetta;PARIS-20EME
1621;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34709106533484;48.8946326891969;Simplon;PARIS-18EME
1628;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.35409710573389;48.8691997057755;Strasbourg-Saint-Denis;PARIS-02EME
1646;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.32900321886739;48.8420036541946;Vavin;PARIS-06EME
1660;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.33058309684112;48.8389637143162;Raspail;PARIS-14EME
1676;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.35203525525425;48.8663118301881;Reaumur-Sebastopol;PARIS-02EME
1687;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.33372046538119;48.8536134867907;Saint-Germain des Pres;PARIS-06EME
1694;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34346845196892;48.8532875817267;Saint-Michel;PARIS-05EME
1697;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.32693263560201;48.8465803886283;Saint-Placide;PARIS-06EME
1698;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.33086756439724;48.8508047851976;Saint-Sulpice;PARIS-06EME
1720;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.3248055530705;48.8226012875276;Porte d'Orleans (General Leclerc);PARIS-14EME
1726;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34477887737988;48.8972870603971;Porte de Clignancourt;PARIS-18EME
1751;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.32263505064878;48.8430428502558;Montparnasse-Bienvenue;PARIS-14EME
1753;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.32942693483694;48.8313196995984;Mouton-Duvernet;PARIS-14EME
1770;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.33855755868422;48.8522489363668;Odeon;PARIS-06EME
1801;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34583626729201;48.862194721152;Les Halles;PARIS-01ER
1828;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34983707163005;48.8908769929214;Marcadet-Poissonniers;PARIS-18EME
1841;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.35791867724751;48.8760613055252;Gare de l'Est (Verdun);PARIS-10EME
1842;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.35470307836603;48.8799654432891;Gare du Nord;PARIS-10EME
1902;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.33189346001924;48.8335919035577;Denfert-Rochereau;PARIS-14EME
1914;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34866984004444;48.8634946589771;Etienne Marcel;PARIS-01ER
1960;4 (Porte d'Orleans (General Leclerc)/Porte de Clignancourt);2.34982663344309;48.8871760670966;Chateau Rouge;PARIS-18EME
